"Accession","gene","protein_desc","protein_id","location","rep","strain","time","area","total_area","n_area","tabasco_id","class","Ribosome","coli Pol","coli Pol-P","coli Pol-2.0","coli Pol-P-2.0","sim_count","sim_count2"
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",1,"11-46",300,9.68812e+07,4.37175e+11,0.000221607,"gp7",3,2.6,0,346.05,0,1258.27,706.76,191.4
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",1,"11-46",300,NA,4.37175e+11,NA,"gp7.3",3,2.6,0,346.05,0,1258.27,690.5,184.44
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",1,"11-46",300,8.21526e+07,4.37175e+11,0.000187917,"gp7.7",3,2.6,0,346.05,0,1258.27,627.14,169.49
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",1,"11-46",300,2.7479e+08,4.37175e+11,0.000628558,"gp8",3,2.6,0,346.05,0,1258.27,235.98,64.6
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",1,"11-46",300,3.8461e+08,4.37175e+11,0.000879762,"gp9",3,2.6,0,346.05,0,1258.27,312.82,90.82
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",1,"11-46",300,3.63231e+09,4.37175e+11,0.0083086,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",1,"11-46",300,3.63231e+09,4.37175e+11,0.0083086,"gp10A",3,2.6,0,346.05,0,1258.27,226.94,70.97
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",1,"11-46",300,NA,4.37175e+11,NA,"gp11",3,2.6,0,346.05,0,1258.27,50.71,15.25
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",1,"11-46",300,3.97095e+07,4.37175e+11,9.0832e-05,"gp12",3,2.6,0,346.05,0,1258.27,0.49,0.1
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",1,"11-46",300,6.45592e+07,4.37175e+11,0.000147674,"gp13",3,2.6,0,346.05,0,1258.27,53.62,16.05
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",1,"11-46",300,1.64382e+07,4.37175e+11,3.76009e-05,"gp14",3,2.6,0,346.05,0,1258.27,38.05,11.5
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",1,"11-46",300,2.00227e+08,4.37175e+11,0.000458001,"gp15",3,2.6,0,346.05,0,1258.27,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",1,"11-46",300,1.00166e+08,4.37175e+11,0.000229121,"gp16",3,2.6,0,346.05,0,1258.27,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",1,"11-46",300,NA,4.37175e+11,NA,"gp17",3,2.6,0,346.05,0,1258.27,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",1,"11-46",300,NA,4.37175e+11,NA,"gp17.5",3,2.6,0,346.05,0,1258.27,0.19,0.03
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",1,"11-46",300,2.13667e+07,4.37175e+11,4.88745e-05,"gp18",3,2.6,0,346.05,0,1258.27,0.06,0.02
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",1,"11-46",300,NA,4.37175e+11,NA,"gp19",3,2.6,0,346.05,0,1258.27,0,0
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",1,"11-46",540,7.13183e+07,5.0249e+11,0.00014193,"gp0.7",1,0.56,0,14.66,0,1660.33,8261.18,2202.54
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",1,"11-46",540,3.64597e+08,5.0249e+11,0.00072558,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",1,"11-46",540,1.50187e+09,5.0249e+11,0.00298886,"gp1.3",2,0.56,0,14.66,0,1660.33,6310.94,1537.98
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",1,"11-46",540,4.84164e+08,5.0249e+11,0.000963529,"gp1.6",2,0.56,0,14.66,0,1660.33,2579.25,628.23
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",1,"11-46",540,4.96501e+08,5.0249e+11,0.00098808,"gp1.7",2,0.56,0,14.66,0,1660.33,3458.82,852.97
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",1,"11-46",540,8.18908e+07,5.0249e+11,0.00016297,"gp1.8",2,0.56,0,14.66,0,1660.33,3396.92,832.56
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",1,"11-46",540,5.17868e+09,5.0249e+11,0.010306,"gp2.5",2,0.56,0,14.66,0,1660.33,3875.83,961.65
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",1,"11-46",540,1.51699e+07,5.0249e+11,3.01894e-05,"gp2.8",2,0.56,0,14.66,0,1660.33,3774.68,937.38
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",1,"11-46",540,4.68081e+07,5.0249e+11,9.31521e-05,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",1,"11-46",540,1.63812e+09,5.0249e+11,0.00326,"gp3.5",2,0.56,0,14.66,0,1660.33,33.16,21.18
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",1,"11-46",540,7.44766e+07,5.0249e+11,0.000148215,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",1,"11-46",540,3.32488e+06,5.0249e+11,6.6168e-06,"gp4.3",2,0.56,0,14.66,0,1660.33,4147.87,1019.55
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",1,"11-46",540,6.31605e+08,5.0249e+11,0.00125695,"gp4.5",2,0.56,0,14.66,0,1660.33,4633.99,1145.38
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",1,"11-46",540,1.07451e+09,5.0249e+11,0.00213838,"gp4.7",2,0.56,0,14.66,0,1660.33,4447.2,1113.83
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",1,"11-46",540,4.73315e+08,5.0249e+11,0.000941938,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",1,"11-46",540,6.28677e+08,5.0249e+11,0.00125112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",1,"11-46",540,8.14186e+07,5.0249e+11,0.00016203,"gp5.9",2,0.56,0,14.66,0,1660.33,4373.11,1080.15
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",1,"11-46",540,3.90127e+08,5.0249e+11,0.000776387,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",1,"11-46",540,6.95016e+08,5.0249e+11,0.00138314,"gp6.5",3,0.56,0,14.66,0,1660.33,4913.94,1264.55
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",1,"11-46",540,3.97273e+08,5.0249e+11,0.000790608,"gp7",3,0.56,0,14.66,0,1660.33,4724.69,1221.02
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",1,"11-46",540,5.46796e+08,5.0249e+11,0.00108817,"gp7.3",3,0.56,0,14.66,0,1660.33,4661.15,1198.56
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",1,"11-46",540,2.04533e+08,5.0249e+11,0.000407039,"gp7.7",3,0.56,0,14.66,0,1660.33,4562.71,1179.87
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",1,"11-46",540,1.50932e+09,5.0249e+11,0.00300367,"gp8",3,0.56,0,14.66,0,1660.33,4023,1041.75
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",1,"11-46",540,3.50889e+09,5.0249e+11,0.00698301,"gp9",3,0.56,0,14.66,0,1660.33,4437.61,1160.68
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",1,"11-46",540,1.85809e+10,5.0249e+11,0.0369776,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",1,"11-46",540,1.85809e+10,5.0249e+11,0.0369776,"gp10A",3,0.56,0,14.66,0,1660.33,4654.82,1250.77
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",1,"11-46",540,1.49435e+08,5.0249e+11,0.000297389,"gp11",3,0.56,0,14.66,0,1660.33,905.32,245.27
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",1,"11-46",540,9.11083e+07,5.0249e+11,0.000181314,"gp12",3,0.56,0,14.66,0,1660.33,726.93,195.4
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",1,"11-46",540,1.5932e+08,5.0249e+11,0.00031706,"gp13",3,0.56,0,14.66,0,1660.33,1424.87,392.97
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",1,"11-46",540,7.28671e+07,5.0249e+11,0.000145012,"gp14",3,0.56,0,14.66,0,1660.33,1367.69,376.53
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",1,"11-46",540,3.93221e+08,5.0249e+11,0.000782545,"gp15",3,0.56,0,14.66,0,1660.33,1099.61,305.36
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",1,"11-46",540,5.2323e+08,5.0249e+11,0.00104127,"gp16",3,0.56,0,14.66,0,1660.33,742.61,206.9
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",1,"11-46",540,8.11691e+08,5.0249e+11,0.00161534,"gp17",3,0.56,0,14.66,0,1660.33,1161.14,318.87
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",1,"11-46",540,2.53694e+08,5.0249e+11,0.000504873,"gp17.5",3,0.56,0,14.66,0,1660.33,1305.62,356.68
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",1,"11-46",540,8.50305e+08,5.0249e+11,0.00169218,"gp18",3,0.56,0,14.66,0,1660.33,1282.42,350.04
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",1,"11-46",540,4.06169e+07,5.0249e+11,8.08312e-05,"gp19",3,0.56,0,14.66,0,1660.33,985.48,266.17
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-42",60,NA,8.17404e+10,NA,"gp0.3",1,9605.73,1715.69,0,0,0,172.81,174.19
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-42",60,NA,8.17404e+10,NA,"gp0.4",1,9605.73,1715.69,0,0,0,136.13,135.61
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-42",60,4.94722e+06,8.17404e+10,6.05235e-05,"gp0.7",1,9605.73,1715.69,0,0,0,0,0
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-42",60,1.58446e+06,8.17404e+10,1.93841e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-42",60,NA,8.17404e+10,NA,"gp1.2",2,9605.73,1715.69,0,0,0,0,0
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-42",60,7.21061e+06,8.17404e+10,8.82135e-05,"gp1.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-42",60,NA,8.17404e+10,NA,"gp1.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-42",60,4.23449e+06,8.17404e+10,5.18041e-05,"gp1.6",2,9605.73,1715.69,0,0,0,0,0
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-42",60,1.24946e+07,8.17404e+10,0.000152857,"gp1.7",2,9605.73,1715.69,0,0,0,0,0
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-42",60,NA,8.17404e+10,NA,"gp1.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-42",60,NA,8.17404e+10,NA,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-42",60,7.87667e+06,8.17404e+10,9.63621e-05,"gp2.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-42",60,NA,8.17404e+10,NA,"gp2.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-42",60,NA,8.17404e+10,NA,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-42",60,NA,8.17404e+10,NA,"gp3.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-42",60,NA,8.17404e+10,NA,"gp3.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-42",60,844745,8.17404e+10,1.03345e-05,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-42",60,NA,8.17404e+10,NA,"gp4.2",2,9605.73,1715.69,0,0,0,0,0
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-42",60,878353,8.17404e+10,1.07456e-05,"gp4.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-42",60,NA,8.17404e+10,NA,"gp4.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-42",60,9.14496e+06,8.17404e+10,0.000111878,"gp4.7",2,9605.73,1715.69,0,0,0,0,0
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-42",60,2.59536e+06,8.17404e+10,3.17513e-05,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-42",60,NA,8.17404e+10,NA,"gp5.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-42",60,2.4288e+06,8.17404e+10,2.97136e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-42",60,NA,8.17404e+10,NA,"gp5.9",2,9605.73,1715.69,0,0,0,0,0
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-42",60,4.71042e+06,8.17404e+10,5.76266e-05,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-42",60,NA,8.17404e+10,NA,"gp6.5",3,9605.73,1715.69,0,0,0,0,0
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-42",60,NA,8.17404e+10,NA,"gp6.7",3,9605.73,1715.69,0,0,0,0,0
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-42",60,NA,8.17404e+10,NA,"gp7",3,9605.73,1715.69,0,0,0,0,0
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-42",60,NA,8.17404e+10,NA,"gp7.3",3,9605.73,1715.69,0,0,0,0,0
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-42",60,2.04031e+06,8.17404e+10,2.49609e-05,"gp7.7",3,9605.73,1715.69,0,0,0,0,0
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-42",60,6.01284e+06,8.17404e+10,7.35602e-05,"gp8",3,9605.73,1715.69,0,0,0,0,0
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-42",60,4.32116e+06,8.17404e+10,5.28644e-05,"gp9",3,9605.73,1715.69,0,0,0,0,0
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-42",60,9.74514e+07,8.17404e+10,0.00119221,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-42",60,9.74514e+07,8.17404e+10,0.00119221,"gp10A",3,9605.73,1715.69,0,0,0,0,0
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-42",60,NA,8.17404e+10,NA,"gp11",3,9605.73,1715.69,0,0,0,0,0
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-42",60,NA,8.17404e+10,NA,"gp12",3,9605.73,1715.69,0,0,0,0,0
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-42",60,NA,8.17404e+10,NA,"gp13",3,9605.73,1715.69,0,0,0,0,0
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-42",60,NA,8.17404e+10,NA,"gp14",3,9605.73,1715.69,0,0,0,0,0
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-42",60,NA,8.17404e+10,NA,"gp15",3,9605.73,1715.69,0,0,0,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-42",60,2.82307e+06,8.17404e+10,3.4537e-05,"gp16",3,9605.73,1715.69,0,0,0,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-42",60,4.957e+06,8.17404e+10,6.06432e-05,"gp17",3,9605.73,1715.69,0,0,0,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-42",60,5.23531e+06,8.17404e+10,6.40481e-05,"gp17.5",3,9605.73,1715.69,0,0,0,0,0
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-42",60,NA,8.17404e+10,NA,"gp18",3,9605.73,1715.69,0,0,0,0,0
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-42",60,NA,8.17404e+10,NA,"gp18.5",3,9605.73,1715.69,0,0,0,0,0
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-42",60,NA,8.17404e+10,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-42",60,3.92394e+06,8.17404e+10,4.80049e-05,"gp19",3,9605.73,1715.69,0,0,0,0,0
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-42",60,1.37687e+06,8.17404e+10,1.68444e-05,"gp19.5",3,9605.73,1715.69,0,0,0,0,0
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-42",300,NA,1.14934e+11,NA,"gp0.3",1,2.6,0,346.05,0,1258.27,7975.23,3943.85
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-42",300,NA,1.14934e+11,NA,"gp0.4",1,2.6,0,346.05,0,1258.27,7504.71,3596.87
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-42",300,4.53565e+07,1.14934e+11,0.000394631,"gp0.7",1,2.6,0,346.05,0,1258.27,5399.92,1566
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-42",300,1.52863e+08,1.14934e+11,0.00133001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-42",300,3.6742e+07,1.14934e+11,0.000319679,"gp1.2",2,2.6,0,346.05,0,1258.27,3326.55,900.23
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-42",300,2.0848e+08,1.14934e+11,0.00181391,"gp1.3",2,2.6,0,346.05,0,1258.27,2968.21,779.6
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-42",300,NA,1.14934e+11,NA,"gp1.5",2,2.6,0,346.05,0,1258.27,678.27,164.37
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-42",300,6.67194e+07,1.14934e+11,0.000580501,"gp1.6",2,2.6,0,346.05,0,1258.27,1005.03,248.38
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-42",300,8.1663e+07,1.14934e+11,0.000710521,"gp1.7",2,2.6,0,346.05,0,1258.27,1358.69,334.26
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-42",300,1.9504e+07,1.14934e+11,0.000169697,"gp1.8",2,2.6,0,346.05,0,1258.27,1371.97,334.07
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-42",300,NA,1.14934e+11,NA,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-42",300,4.94665e+08,1.14934e+11,0.0043039,"gp2.5",2,2.6,0,346.05,0,1258.27,1423.25,349.29
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-42",300,1.69788e+07,1.14934e+11,0.000147726,"gp2.8",2,2.6,0,346.05,0,1258.27,1378.66,337.1
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-42",300,2.64731e+07,1.14934e+11,0.000230333,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-42",300,1.00378e+08,1.14934e+11,0.000873353,"gp3.5",2,2.6,0,346.05,0,1258.27,14.69,8.79
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-42",300,1.4672e+07,1.14934e+11,0.000127656,"gp3.8",2,2.6,0,346.05,0,1258.27,1445.1,346.97
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-42",300,4.14921e+07,1.14934e+11,0.000361008,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-42",300,NA,1.14934e+11,NA,"gp4.2",2,2.6,0,346.05,0,1258.27,1312.35,323.2
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-42",300,1.16398e+07,1.14934e+11,0.000101273,"gp4.3",2,2.6,0,346.05,0,1258.27,1129.44,278.33
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-42",300,1.28398e+08,1.14934e+11,0.00111714,"gp4.5",2,2.6,0,346.05,0,1258.27,1276.09,314.06
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-42",300,2.26486e+08,1.14934e+11,0.00197057,"gp4.7",2,2.6,0,346.05,0,1258.27,1129.97,283.74
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-42",300,9.7722e+07,1.14934e+11,0.000850244,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-42",300,NA,1.14934e+11,NA,"gp5.3",2,2.6,0,346.05,0,1258.27,913.93,228.07
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-42",300,6.95745e+07,1.14934e+11,0.000605343,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-42",300,6.4563e+07,1.14934e+11,0.000561739,"gp5.9",2,2.6,0,346.05,0,1258.27,865.69,214.81
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-42",300,1.17829e+08,1.14934e+11,0.00102519,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-42",300,6.39665e+07,1.14934e+11,0.000556549,"gp6.5",3,2.6,0,346.05,0,1258.27,827.94,222.37
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-42",300,4.83464e+06,1.14934e+11,4.20645e-05,"gp6.7",3,2.6,0,346.05,0,1258.27,785.29,211.93
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-42",300,9.59004e+06,1.14934e+11,8.34394e-05,"gp7",3,2.6,0,346.05,0,1258.27,706.76,191.4
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-42",300,8.28351e+07,1.14934e+11,0.000720718,"gp7.3",3,2.6,0,346.05,0,1258.27,690.5,184.44
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-42",300,2.65353e+07,1.14934e+11,0.000230874,"gp7.7",3,2.6,0,346.05,0,1258.27,627.14,169.49
